group,names,scores,logfoldchanges,pvals,pvals_adj
18,IGLC2,-7.1213984,-0.9124707,1.0683759296207171e-12,4.872595521017686e-09
12,COL6A3,-7.1024666,-1.2183782,1.2254961098097103e-12,8.598740588945594e-10
12,TIMP1,-7.08312,-0.9591988,1.409446702881845e-12,9.523161555805e-10
16,APOE,-7.0753665,-1.175866,1.490543667640544e-12,1.5995287134568496e-09
17,IGHA1,-7.057948,-1.2203224,1.6897923016814018e-12,2.055125397304921e-09
20,CD74,-7.0483446,-1.2930491,1.8105889495572228e-12,4.718653458110345e-09
15,C3,-7.038256,-1.4879733,1.9466084244484727e-12,1.4796657286338952e-09
15,ELF3,7.0261807,0.67110574,2.12263573699043e-12,1.5489297499966564e-09
15,B2M,-6.9883432,-1.2405523,2.7815125745059286e-12,1.951658996027371e-09
13,IGHG3,-6.9783955,-1.5696619,2.9856988272079246e-12,1.8156034568251389e-09
12,ELF3,6.978049,0.5845126,2.9930785952333947e-12,1.9500976004586722e-09
17,CEACAM5,6.9142456,0.997635,4.7036029254993274e-12,5.3629892606177645e-09
12,SFTPA2,-6.855108,-1.2531161,7.12588599012506e-12,4.482673728201775e-09
19,IGHG1,-6.8091354,-0.94598204,9.81870160854151e-12,1.6283870313147525e-08
12,IGHG2,-6.7829833,-1.1001416,1.177191837983757e-11,7.158503566779227e-09
15,TIMP1,-6.749484,-1.073162,1.483719872576022e-11,1.0025000605705322e-08
17,NFKBIA,6.7399154,0.900209,1.584789903767471e-11,1.700666012613528e-08
15,SFTPB,-6.7280374,-1.441509,1.7196656682970935e-11,1.1204235995265671e-08
20,COL1A2,-6.690322,-2.027426,2.2268041921941387e-11,5.077948609774709e-08
17,SLC34A2,6.638277,0.6956815,3.1737049148930465e-11,3.216549931244102e-08
15,COL6A3,-6.544598,-1.3799225,5.965553666702529e-11,3.7527446738501463e-08
15,LYZ,-6.535869,-1.2896949,6.324118013754825e-11,3.845696164164309e-08
19,APOE,-6.529699,-1.3759068,6.59020476949394e-11,1.0018758800823162e-07
17,CLDN4,6.528872,0.8655625,6.626685452246763e-11,6.362664352912512e-08
16,IGHM,-6.4656205,-1.9225048,1.0088400886357933e-10,1.0224594298323765e-07
20,IGHG1,-6.4619164,-1.1714278,1.0338504780948984e-10,2.0956149190983587e-07
19,TMSB4X,-6.3960376,-0.74189615,1.594606472485559e-10,2.2377235290426194e-07
20,COL1A1,-6.394086,-1.1972822,1.6151063389759407e-10,2.9464384941938087e-07
19,A2M,-6.3666954,-1.1992784,1.9314444341258425e-10,2.516810057982696e-07
20,A2M,-6.357042,-1.7403921,2.0567628881033085e-10,3.4110477606971506e-07
16,TIMP1,-6.3254566,-1.2725823,2.5248462650257277e-10,2.424251074361282e-07
16,C3,-6.144775,-1.6415069,8.007707675727821e-10,7.304230556415133e-07
17,COL1A2,-6.0914893,-1.0561352,1.1186489232698028e-09,1.0182726269905844e-06
17,SAT1,6.0840063,0.6425437,1.1721605638766798e-09,1.0182726269905844e-06
17,CAPN2,6.053601,0.7842259,1.4164347128760976e-09,1.174546293954484e-06
17,VIM,-6.0350337,-0.786516,1.5892957979235541e-09,1.2605879670225825e-06
18,IGKC,-5.97084,-0.6639538,2.3603483605897543e-09,8.611967028447777e-06
17,MT-CYB,5.922408,0.51747936,3.17260759728178e-09,2.411578349883813e-06
16,COL1A1,-5.920346,-0.67867017,3.2126499520804284e-09,2.7908749083715835e-06
16,COL6A3,-5.8449063,-1.509974,5.068537171666e-09,4.202969255577401e-06
16,IGHG2,-5.7585735,-1.3639876,8.48276985733984e-09,6.728311761193509e-06
16,IGHG3,-5.7493744,-1.6954648,8.957424843499017e-09,6.80876255916469e-06
18,CD74,-5.7439103,-0.7470048,9.251482324854777e-09,2.812913200872095e-05
19,IGHM,-5.7351313,-2.1729453,9.743677594486222e-09,1.1850260690414143e-05
17,TMSB10,5.6999993,0.4878542,1.1980800016016219e-08,8.742629387687355e-06
19,ZFP36,-5.675079,-1.0084592,1.3862471143187242e-08,1.58058163165728e-05
20,VIM,-5.671673,-1.1030827,1.4140979513826545e-08,2.1497824105894804e-05
16,MT-CO3,5.659807,0.3282398,1.5154317237104728e-08,1.1058408374260062e-05
16,FTL,-5.5930653,-1.118924,2.2309566754097832e-08,1.565359331903872e-05
16,SPARC,-5.5227823,-0.97975385,3.336726771157334e-08,2.2545150550453053e-05
17,APOE,-5.46464,-0.9482908,4.6384629025498166e-08,3.254595335816012e-05
17,CD55,5.430332,0.7363612,5.624922069387905e-08,3.8005723448830945e-05
16,ELF3,5.4138713,0.62341756,6.16764821917323e-08,4.018443087942045e-05
18,A2M,-5.4134226,-0.96445584,6.183129595565949e-08,0.000161141190302728
19,OAZ1,-5.347567,-1.181145,8.914438059029547e-08,9.566240794757414e-05
16,CEACAM5,5.295024,0.81603086,1.1900073541543129e-07,7.485966952357632e-05
18,IGHG1,-5.2870617,-0.6966589,1.2429668821136984e-07,0.0002834430603800025
17,SPARC,-5.268225,-1.0498856,1.377490207568277e-07,8.974840663095742e-05
16,B2M,-5.267598,-1.0504512,1.3822019644470267e-07,8.405170145802369e-05
20,APOE,-5.1397305,-1.4029635,2.7513259836708735e-07,0.0003860956916931365
17,MT-CO1,5.1355066,0.43013224,2.813848689396234e-07,0.00017701048841605344
19,SFTPB,-5.110952,-1.6697626,3.205398027317238e-07,0.0003126938634282279
19,FTH1,-5.107952,-0.583768,3.2566921038953735e-07,0.0003126938634282279
19,LYZ,-5.051127,-1.5682178,4.3921118854898185e-07,0.0004006264856349538
17,IGHM,-5.0238757,-1.4087598,5.063895635410911e-07,0.0003079354935893375
21,IGLC3,-4.9825044,-0.93981856,6.276657281041353e-07,0.00572525293890187
19,SFTPA2,-4.9286017,-1.7154732,8.282023425257653e-07,0.0007194712064141685
19,COL1A2,-4.853974,-0.86720836,1.2101162435793053e-06,0.0010034613923462395
19,B2M,-4.8215847,-1.2402133,1.4242214737184715e-06,0.0011296553193498294
20,IGHA1,-4.744821,-1.1081222,2.0869090105524973e-06,0.002719391505679229
19,IGHG2,-4.691971,-1.3249559,2.7058601713138404e-06,0.002056791962719933
20,FTH1,-4.669229,-0.6954051,3.0233224182371613e-06,0.0036769647250600355
20,SPARC,-4.647932,-1.4107486,3.3527955003509733e-06,0.003822815519556425
18,IGHA1,-4.6477604,-0.80844074,3.3555823711638833e-06,0.006801765466349191
19,DUSP1,-4.628802,-1.0320728,3.6778729970456993e-06,0.0026838174834041876
19,SCGB3A1,-4.557571,-2.8180857,5.174865766852517e-06,0.003630964468641941
20,DUSP1,-4.529236,-1.482666,5.919732941664612e-06,0.006352569885575737
19,CXCR4,-4.394283,-1.4822465,1.1113901487735803e-05,0.007509292771880158
21,CD74,-4.362412,-0.791663,1.286364384650386e-05,0.07822381823058996
20,TIMP1,-4.354004,-1.396419,1.3367342629360977e-05,0.013547801754857348
18,VIM,-4.3215747,-0.56844395,1.5491943422177353e-05,0.0264147525124784
18,SFTPA2,-4.315457,-1.3162094,1.592732980525475e-05,0.0264147525124784
19,COL3A1,-4.279849,-0.54862905,1.8702018392877138e-05,0.012185032912187773
20,SFTPB,-4.2403083,-1.8667064,2.2321296765675512e-05,0.021431969310327283
21,A2M,-4.2323995,-1.0487537,2.312114923346706e-05,0.10544978136653489
18,SFTPB,-4.2087145,-1.1911573,2.5682777271920346e-05,0.0390442421476369
20,IGHG2,-4.2008667,-1.5933892,2.6589518927885575e-05,0.023758979294033637
19,FTL,-4.193456,-0.95867735,2.747363306323208e-05,0.017282809930087684
20,COL6A3,-4.18622,-1.7556978,2.836383430296062e-05,0.023758979294033637
20,ZFP36,-4.183924,-0.97123027,2.8651951130227486e-05,0.023758979294033637
19,IGHG3,-4.1660585,-1.3636224,3.099108742834293e-05,0.018845680265175333
18,IGHM,-4.1287694,-1.2182198,3.6470985699572015e-05,0.05118001477825325
20,IGHM,-4.0926747,-1.7800287,4.264258287633701e-05,0.033822984322305044
18,SPARC,-4.0565696,-0.8408076,4.979873063158262e-05,0.06489130306514013
20,MGP,-3.9745867,-2.06888,7.050156792530606e-05,0.05359000431922327
18,SCGB3A1,-3.970218,-1.9405193,7.180691279769519e-05,0.08733156734455688
20,LYZ,-3.948742,-1.5575935,7.856298526734098e-05,0.057328981609284055
20,C3,-3.9364815,-1.5742416,8.268497731405546e-05,0.058016232351550526
18,TMSB4X,-3.922133,-0.53886354,8.776851826291673e-05,0.10007256741689936
21,IGHG1,-3.9088533,-0.6897432,9.273524854543147e-05,0.3383538278428613
20,FTL,-3.874785,-1.2368058,0.00010671891020816789,0.07210641033065211
18,IGHG2,-3.824774,-0.9577443,0.0001308920654151834,0.14046258525701125
20,EEF2,-3.767249,-1.8612834,0.00016505625126085624,0.10423548104174454
20,TMSB4X,-3.76628,-0.61964655,0.00016569801842956705,0.10423548104174454
18,B2M,-3.765235,-0.8555087,0.00016639254531565788,0.16863884467741924
18,OAZ1,-3.7351785,-0.70377445,0.0001875820579757728,0.1801083938764223
20,SCGB3A1,-3.6573727,-3.0531607,0.0002548137260876817,0.15495222683391924
21,APOE,-3.5458467,-0.91986156,0.0003913536884186844,0.9999867073790591
21,IGLC2,-3.5119848,-0.591975,0.0004447732188277395,0.9999867073790591
18,IGHG3,-3.4316182,-1.0016152,0.0005999915808782625,0.5472823204981072
21,C3,-3.3238988,-1.30214,0.0008876842609628519,0.9999867073790591
18,APOE,-3.3205473,-0.5356015,0.0008984110615950731,0.7804625236513771
21,SFTPA2,-3.3191082,-1.4778924,0.0009030540530139332,0.9999867073790591
18,EEF2,-3.1940491,-0.9418529,0.0014029219870488638,0.9999633272356847
18,ZFP36,-3.1812396,-0.47398788,0.0014664631939200574,0.9999633272356847
18,FTH1,-3.1454093,-0.3449511,0.00165854600356651,0.9999633272356847
18,TIMP1,-3.1340978,-0.6222552,0.0017238342323012748,0.9999633272356847
21,SFTPB,-3.1230228,-1.2576091,0.0017900386392054489,0.9999867073790591
18,MCL1,-3.1118138,-0.6104533,0.0018594180945742398,0.9999633272356847
18,DUSP1,-3.0792747,-0.5807568,0.002075052164825725,0.9999633272356847
21,COL1A1,-3.0410244,-0.5537781,0.0023577477388082185,0.9999867073790591
18,FOS,-3.0267606,-0.47828856,0.002471896581132763,0.9999633272356847
18,LYZ,-3.0080676,-0.69866866,0.0026291454985365986,0.9999633272356847
18,BGN,-3.0055346,-0.9521889,0.0026511439216426406,0.9999633272356847
21,IGHM,-2.9405775,-1.1893959,0.0032760107854844997,0.9999867073790591
21,FOS,-2.9062598,-0.701158,0.003657777276845283,0.9999867073790591
21,TIMP1,-2.9014664,-0.86848044,0.0037142057432950726,0.9999867073790591
21,NPC2,-2.8447814,-1.1418326,0.004444191696222434,0.9999867073790591
21,IGKC,-2.832013,-0.40257496,0.004625597706646364,0.9999867073790591
21,ZFP36,-2.7078295,-0.60940933,0.006772483056158058,0.9999867073790591
21,IGHG2,-2.6785977,-0.9573947,0.007393114464092306,0.9999867073790591
21,IGHG3,-2.6048167,-1.0679313,0.00919234521156992,0.9999867073790591
21,SPARC,-2.4128094,-0.64975876,0.015830096354418666,0.9999867073790591
21,DUSP1,-2.2555459,-0.59011453,0.02409908218672385,0.9999867073790591
21,VIM,-2.2521384,-0.40616778,0.024313536170821708,0.9999867073790591
21,RGS1,-2.2312946,-1.0106882,0.02566161252485052,0.9999867073790591
21,OAZ1,-2.2289553,-0.5300451,0.025816884808795067,0.9999867073790591
21,DCN,-2.1997457,-0.9374772,0.027824937298525428,0.9999867073790591
21,CEACAM6,2.1340313,0.31607687,0.032840212883204864,0.9999867073790591
21,BGN,-2.0808437,-0.8812353,0.037448217031877756,0.9999867073790591
21,PSAP,-1.9964297,-0.6363497,0.04588717542000535,0.9999867073790591
21,CFLAR,-1.98573,-1.0746413,0.04706330871497587,0.9999867073790591
21,LYZ,-1.9850726,-0.5980867,0.04713639904467813,0.9999867073790591
